State,State Code,Year,Year Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
Louisiana,22,2015,2015,139,4668960,3,2.5,3.5,0.3,0.20%
Louisiana,22,2016,2016,154,4681666,3.3,2.8,3.8,0.3,0.20%
Maine,23,1999,1999,10,1266808,0.8 (Unreliable),0.4,1.5,0.2,0.00%
Maine,23,2000,2000,23,1274923,1.8,1.1,2.7,0.4,0.00%
Maine,23,2001,2001,17,1285692,1.3 (Unreliable),0.8,2.1,0.3,0.00%
Maine,23,2002,2002,19,1295960,1.5 (Unreliable),0.9,2.3,0.3,0.00%
Maine,23,2003,2003,24,1306513,1.8,1.2,2.7,0.4,0.00%
Maine,23,2004,2004,18,1313688,1.4 (Unreliable),0.8,2.2,0.3,0.00%
Maine,23,2005,2005,19,1318787,1.4 (Unreliable),0.9,2.2,0.3,0.00%
Maine,23,2006,2006,18,1323619,1.4 (Unreliable),0.8,2.1,0.3,0.00%
Maine,23,2007,2007,33,1327040,2.5,1.7,3.5,0.4,0.00%
Maine,23,2008,2008,30,1330509,2.3,1.5,3.2,0.4,0.00%
Maine,23,2009,2009,20,1329590,1.5,0.9,2.3,0.3,0.00%
Maine,23,2010,2010,30,1328361,2.3,1.5,3.2,0.4,0.00%
Maine,23,2011,2011,26,1328231,2,1.3,2.9,0.4,0.00%
Maine,23,2012,2012,38,1328895,2.9,2,3.9,0.5,0.00%
Maine,23,2013,2013,32,1329076,2.4,1.6,3.4,0.4,0.00%
Maine,23,2014,2014,48,1330719,3.6,2.7,4.8,0.5,0.10%
Maine,23,2015,2015,32,1329453,2.4,1.6,3.4,0.4,0.00%
Maine,23,2016,2016,36,1331479,2.7,1.9,3.7,0.5,0.00%
Maryland,24,1999,1999,60,5254509,1.1,0.9,1.5,0.1,0.10%
Maryland,24,2000,2000,59,5296486,1.1,0.8,1.4,0.1,0.10%
Maryland,24,2001,2001,65,5374691,1.2,0.9,1.5,0.2,0.10%
Maryland,24,2002,2002,63,5440389,1.2,0.9,1.5,0.1,0.10%
Maryland,24,2003,2003,64,5496269,1.2,0.9,1.5,0.1,0.10%
Maryland,24,2004,2004,68,5546935,1.2,1,1.6,0.1,0.10%
Maryland,24,2005,2005,74,5592379,1.3,1,1.7,0.2,0.10%
Maryland,24,2006,2006,77,5627367,1.4,1.1,1.7,0.2,0.10%
Maryland,24,2007,2007,71,5653408,1.3,1,1.6,0.1,0.10%
Maryland,24,2008,2008,74,5684965,1.3,1,1.6,0.2,0.10%
Maryland,24,2009,2009,92,5730388,1.6,1.3,2,0.2,0.10%
Maryland,24,2010,2010,91,5773552,1.6,1.3,1.9,0.2,0.10%
Maryland,24,2011,2011,91,5843603,1.6,1.3,1.9,0.2,0.10%
Maryland,24,2012,2012,82,5889651,1.4,1.1,1.7,0.2,0.10%
Maryland,24,2013,2013,101,5931129,1.7,1.4,2,0.2,0.10%
Maryland,24,2014,2014,98,5967295,1.6,1.3,2,0.2,0.10%
Maryland,24,2015,2015,122,5994983,2,1.7,2.4,0.2,0.10%
Maryland,24,2016,2016,127,6016447,2.1,1.7,2.5,0.2,0.10%
Massachusetts,25,1999,1999,53,6317345,0.8,0.6,1.1,0.1,0.10%
Massachusetts,25,2000,2000,71,6349097,1.1,0.9,1.4,0.1,0.10%
Massachusetts,25,2001,2001,61,6397634,1,0.7,1.2,0.1,0.10%
Massachusetts,25,2002,2002,71,6417206,1.1,0.9,1.4,0.1,0.10%
Massachusetts,25,2003,2003,91,6422565,1.4,1.1,1.7,0.1,0.10%
Massachusetts,25,2004,2004,67,6412281,1,0.8,1.3,0.1,0.10%
Massachusetts,25,2005,2005,63,6403290,1,0.8,1.3,0.1,0.10%
Massachusetts,25,2006,2006,60,6410084,0.9,0.7,1.2,0.1,0.10%
Massachusetts,25,2007,2007,66,6431559,1,0.8,1.3,0.1,0.10%
Massachusetts,25,2008,2008,76,6468967,1.2,0.9,1.5,0.1,0.10%
Massachusetts,25,2009,2009,76,6517613,1.2,0.9,1.5,0.1,0.10%
Massachusetts,25,2010,2010,71,6547629,1.1,0.8,1.4,0.1,0.10%
Massachusetts,25,2011,2011,115,6611923,1.7,1.4,2.1,0.2,0.10%
Massachusetts,25,2012,2012,110,6658008,1.7,1.3,2,0.2,0.10%
Massachusetts,25,2013,2013,114,6706786,1.7,1.4,2,0.2,0.10%
Massachusetts,25,2014,2014,103,6749911,1.5,1.2,1.8,0.2,0.10%
Massachusetts,25,2015,2015,138,6784240,2,1.7,2.4,0.2,0.20%
Massachusetts,25,2016,2016,132,6811779,1.9,1.6,2.3,0.2,0.10%
Michigan,26,1999,1999,93,9897116,0.9,0.8,1.2,0.1,0.10%
Michigan,26,2000,2000,92,9938444,0.9,0.7,1.1,0.1,0.10%
Michigan,26,2001,2001,103,9991120,1,0.8,1.2,0.1,0.10%
Michigan,26,2002,2002,117,10015710,1.2,1,1.4,0.1,0.10%
Michigan,26,2003,2003,139,10041152,1.4,1.2,1.6,0.1,0.20%
Michigan,26,2004,2004,138,10055315,1.4,1.1,1.6,0.1,0.20%
Michigan,26,2005,2005,156,10051137,1.6,1.3,1.8,0.1,0.20%
Michigan,26,2006,2006,130,10036081,1.3,1.1,1.5,0.1,0.10%
Michigan,26,2007,2007,175,10001284,1.7,1.5,2,0.1,0.20%
Michigan,26,2008,2008,143,9946889,1.4,1.2,1.7,0.1,0.20%
Michigan,26,2009,2009,158,9901591,1.6,1.3,1.8,0.1,0.20%
Michigan,26,2010,2010,197,9883640,2,1.7,2.3,0.1,0.20%
Michigan,26,2011,2011,206,9876213,2.1,1.8,2.4,0.1,0.20%
Michigan,26,2012,2012,207,9887238,2.1,1.8,2.4,0.1,0.20%
Michigan,26,2013,2013,249,9898982,2.5,2.2,2.8,0.2,0.30%
Michigan,26,2014,2014,250,9915767,2.5,2.2,2.8,0.2,0.30%
Michigan,26,2015,2015,251,9917715,2.5,2.2,2.8,0.2,0.30%
Michigan,26,2016,2016,274,9928300,2.8,2.4,3.1,0.2,0.30%
Minnesota,27,1999,1999,29,4873481,0.6,0.4,0.9,0.1,0.00%
Minnesota,27,2000,2000,39,4919479,0.8,0.6,1.1,0.1,0.00%
Minnesota,27,2001,2001,39,4982796,0.8,0.6,1.1,0.1,0.00%
Minnesota,27,2002,2002,59,5018935,1.2,0.9,1.5,0.2,0.10%
Minnesota,27,2003,2003,52,5053572,1,0.8,1.3,0.1,0.10%
Minnesota,27,2004,2004,57,5087713,1.1,0.8,1.5,0.1,0.10%
Minnesota,27,2005,2005,57,5119598,1.1,0.8,1.4,0.1,0.10%
Minnesota,27,2006,2006,71,5163555,1.4,1.1,1.7,0.2,0.10%
Minnesota,27,2007,2007,51,5207203,1,0.7,1.3,0.1,0.10%
Minnesota,27,2008,2008,44,5247018,0.8,0.6,1.1,0.1,0.00%
Minnesota,27,2009,2009,72,5281203,1.4,1.1,1.7,0.2,0.10%
Minnesota,27,2010,2010,72,5303925,1.4,1.1,1.7,0.2,0.10%
Minnesota,27,2011,2011,91,5348562,1.7,1.4,2.1,0.2,0.10%
Minnesota,27,2012,2012,97,5380285,1.8,1.5,2.2,0.2,0.10%
Minnesota,27,2013,2013,88,5418521,1.6,1.3,2,0.2,0.10%
Minnesota,27,2014,2014,109,5453109,2,1.6,2.4,0.2,0.10%
Minnesota,27,2015,2015,124,5482435,2.3,1.9,2.7,0.2,0.10%
Minnesota,27,2016,2016,142,5519952,2.6,2.1,3,0.2,0.20%
Mississippi,28,1999,1999,31,2828408,1.1,0.7,1.6,0.2,0.00%
Mississippi,28,2000,2000,31,2844658,1.1,0.7,1.5,0.2,0.00%
Mississippi,28,2001,2001,29,2852994,1,0.7,1.5,0.2,0.00%
Mississippi,28,2002,2002,41,2858681,1.4,1,1.9,0.2,0.00%
Mississippi,28,2003,2003,49,2868312,1.7,1.3,2.3,0.2,0.10%
Mississippi,28,2004,2004,41,2889010,1.4,1,1.9,0.2,0.00%
Mississippi,28,2005,2005,57,2905943,2,1.5,2.5,0.3,0.10%
Mississippi,28,2006,2006,52,2904978,1.8,1.3,2.3,0.2,0.10%
Mississippi,28,2007,2007,57,2928350,1.9,1.5,2.5,0.3,0.10%
Mississippi,28,2008,2008,60,2947806,2,1.6,2.6,0.3,0.10%
Mississippi,28,2009,2009,86,2958774,2.9,2.3,3.6,0.3,0.10%
Mississippi,28,2010,2010,87,2967297,2.9,2.3,3.6,0.3,0.10%
Mississippi,28,2011,2011,81,2978162,2.7,2.2,3.4,0.3,0.10%
Mississippi,28,2012,2012,73,2984945,2.4,1.9,3.1,0.3,0.10%
Mississippi,28,2013,2013,81,2990482,2.7,2.2,3.4,0.3,0.10%
Mississippi,28,2014,2014,88,2992400,2.9,2.4,3.6,0.3,0.10%
Mississippi,28,2015,2015,104,2989390,3.5,2.8,4.1,0.3,0.10%
Mississippi,28,2016,2016,105,2988726,3.5,2.8,4.2,0.3,0.10%
Missouri,29,1999,1999,66,5561948,1.2,0.9,1.5,0.1,0.10%
Missouri,29,2000,2000,73,5595211,1.3,1,1.6,0.2,0.10%
Missouri,29,2001,2001,58,5641142,1,0.8,1.3,0.1,0.10%
Missouri,29,2002,2002,83,5674825,1.5,1.2,1.8,0.2,0.10%
Missouri,29,2003,2003,79,5709403,1.4,1.1,1.7,0.2,0.10%
Missouri,29,2004,2004,65,5747741,1.1,0.9,1.4,0.1,0.10%
Missouri,29,2005,2005,103,5790300,1.8,1.4,2.1,0.2,0.10%
Missouri,29,2006,2006,106,5842704,1.8,1.5,2.2,0.2,0.10%
Missouri,29,2007,2007,102,5887612,1.7,1.4,2.1,0.2,0.10%
Missouri,29,2008,2008,91,5923916,1.5,1.2,1.9,0.2,0.10%
Missouri,29,2009,2009,81,5961088,1.4,1.1,1.7,0.2,0.10%
Missouri,29,2010,2010,119,5988927,2,1.6,2.3,0.2,0.10%
Missouri,29,2011,2011,106,6010717,1.8,1.4,2.1,0.2,0.10%
Missouri,29,2012,2012,93,6025415,1.5,1.2,1.9,0.2,0.10%
Missouri,29,2013,2013,122,6042711,2,1.7,2.4,0.2,0.10%
Missouri,29,2014,2014,124,6060930,2,1.7,2.4,0.2,0.10%
Missouri,29,2015,2015,109,6076204,1.8,1.5,2.1,0.2,0.10%
Missouri,29,2016,2016,120,6093000,2,1.6,2.3,0.2,0.10%
Montana,30,1999,1999,Suppressed,897507,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Montana,30,2000,2000,10,902195,1.1 (Unreliable),0.5,2,0.4,0.00%
Montana,30,2001,2001,Suppressed,906961,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Montana,30,2002,2002,12,911667,1.3 (Unreliable),0.7,2.3,0.4,0.00%
Montana,30,2003,2003,16,919630,1.7 (Unreliable),1,2.8,0.4,0.00%
Montana,30,2004,2004,14,930009,1.5 (Unreliable),0.8,2.5,0.4,0.00%
Montana,30,2005,2005,25,940102,2.7,1.7,3.9,0.5,0.00%
Montana,30,2006,2006,18,952692,1.9 (Unreliable),1.1,3,0.4,0.00%
Montana,30,2007,2007,19,964706,2.0 (Unreliable),1.2,3.1,0.5,0.00%
Montana,30,2008,2008,20,976415,2,1.3,3.2,0.5,0.00%
Montana,30,2009,2009,19,983982,1.9 (Unreliable),1.2,3,0.4,0.00%
Montana,30,2010,2010,29,989415,2.9,2,4.2,0.5,0.00%
Montana,30,2011,2011,25,997821,2.5,1.6,3.7,0.5,0.00%
Montana,30,2012,2012,20,1005196,2,1.2,3.1,0.4,0.00%
Montana,30,2013,2013,18,1014314,1.8 (Unreliable),1.1,2.8,0.4,0.00%
Montana,30,2014,2014,26,1022867,2.5,1.7,3.7,0.5,0.00%
Montana,30,2015,2015,31,1032073,3,2,4.3,0.5,0.00%
Montana,30,2016,2016,30,1042520,2.9,1.9,4.1,0.5,0.00%
Nebraska,31,1999,1999,18,1704764,1.1 (Unreliable),0.6,1.7,0.2,0.00%
Nebraska,31,2000,2000,Suppressed,1711263,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Nebraska,31,2001,2001,21,1719836,1.2,0.8,1.9,0.3,0.00%
Nebraska,31,2002,2002,14,1728292,0.8 (Unreliable),0.4,1.4,0.2,0.00%
Nebraska,31,2003,2003,21,1738643,1.2,0.7,1.8,0.3,0.00%
Nebraska,31,2004,2004,14,1749370,0.8 (Unreliable),0.4,1.3,0.2,0.00%
Nebraska,31,2005,2005,23,1761497,1.3,0.8,2,0.3,0.00%
Nebraska,31,2006,2006,25,1772693,1.4,0.9,2.1,0.3,0.00%
Nebraska,31,2007,2007,25,1783440,1.4,0.9,2.1,0.3,0.00%
Nebraska,31,2008,2008,31,1796378,1.7,1.2,2.4,0.3,0.00%
Nebraska,31,2009,2009,38,1812683,2.1,1.5,2.9,0.3,0.00%
Nebraska,31,2010,2010,35,1826341,1.9,1.3,2.7,0.3,0.00%
Nebraska,31,2011,2011,36,1842283,2,1.4,2.7,0.3,0.00%
Nebraska,31,2012,2012,37,1855725,2,1.4,2.7,0.3,0.00%
Nebraska,31,2013,2013,41,1868559,2.2,1.6,3,0.3,0.00%
Nebraska,31,2014,2014,48,1881145,2.6,1.9,3.4,0.4,0.10%
Nebraska,31,2015,2015,45,1893765,2.4,1.7,3.2,0.4,0.00%
Nebraska,31,2016,2016,52,1907116,2.7,2,3.6,0.4,0.10%
Nevada,32,1999,1999,10,1934718,0.5 (Unreliable),0.2,1,0.2,0.00%
Nevada,32,2000,2000,15,1998257,0.8 (Unreliable),0.4,1.2,0.2,0.00%
Nevada,32,2001,2001,13,2098399,0.6 (Unreliable),0.3,1.1,0.2,0.00%
Nevada,32,2002,2002,14,2173791,0.6 (Unreliable),0.4,1.1,0.2,0.00%
Nevada,32,2003,2003,16,2248850,0.7 (Unreliable),0.4,1.2,0.2,0.00%
Nevada,32,2004,2004,24,2346222,1,0.7,1.5,0.2,0.00%
Nevada,32,2005,2005,16,2432143,0.7 (Unreliable),0.4,1.1,0.2,0.00%
Nevada,32,2006,2006,22,2522658,0.9,0.5,1.3,0.2,0.00%
Nevada,32,2007,2007,14,2601072,0.5 (Unreliable),0.3,0.9,0.1,0.00%
Nevada,32,2008,2008,30,2653630,1.1,0.8,1.6,0.2,0.00%
Nevada,32,2009,2009,32,2684665,1.2,0.8,1.7,0.2,0.00%
Nevada,32,2010,2010,35,2700551,1.3,0.9,1.8,0.2,0.00%
Nevada,32,2011,2011,33,2718379,1.2,0.8,1.7,0.2,0.00%
Nevada,32,2012,2012,39,2752565,1.4,1,1.9,0.2,0.00%
Nevada,32,2013,2013,47,2786464,1.7,1.2,2.2,0.2,0.10%
Nevada,32,2014,2014,35,2833013,1.2,0.9,1.7,0.2,0.00%
Nevada,32,2015,2015,37,2883758,1.3,0.9,1.8,0.2,0.00%
Nevada,32,2016,2016,48,2940058,1.6,1.2,2.2,0.2,0.10%
New Hampshire,33,1999,1999,20,1222014,1.6,1,2.5,0.4,0.00%
New Hampshire,33,2000,2000,18,1235786,1.5 (Unreliable),0.9,2.3,0.3,0.00%
New Hampshire,33,2001,2001,11,1255517,0.9 (Unreliable),0.4,1.6,0.3,0.00%
New Hampshire,33,2002,2002,21,1269089,1.7,1,2.5,0.4,0.00%
New Hampshire,33,2003,2003,21,1279840,1.6,1,2.5,0.4,0.00%
New Hampshire,33,2004,2004,20,1290121,1.6,0.9,2.4,0.3,0.00%
New Hampshire,33,2005,2005,26,1298492,2,1.3,2.9,0.4,0.00%
New Hampshire,33,2006,2006,22,1308389,1.7,1.1,2.5,0.4,0.00%
New Hampshire,33,2007,2007,34,1312540,2.6,1.8,3.6,0.4,0.00%
New Hampshire,33,2008,2008,21,1315906,1.6,1,2.4,0.3,0.00%
New Hampshire,33,2009,2009,41,1316102,3.1,2.2,4.2,0.5,0.00%
New Hampshire,33,2010,2010,44,1316470,3.3,2.4,4.5,0.5,0.00%
New Hampshire,33,2011,2011,23,1318473,1.7,1.1,2.6,0.4,0.00%
New Hampshire,33,2012,2012,52,1321182,3.9,2.9,5.2,0.5,0.10%
New Hampshire,33,2013,2013,37,1322687,2.8,2,3.9,0.5,0.00%
New Hampshire,33,2014,2014,45,1328743,3.4,2.5,4.5,0.5,0.00%
New Hampshire,33,2015,2015,39,1330111,2.9,2.1,4,0.5,0.00%
New Hampshire,33,2016,2016,65,1334795,4.9,3.8,6.2,0.6,0.10%
New Jersey,34,1999,1999,104,8359592,1.2,1,1.5,0.1,0.10%
New Jersey,34,2000,2000,92,8414350,1.1,0.9,1.3,0.1,0.10%
New Jersey,34,2001,2001,100,8492671,1.2,0.9,1.4,0.1,0.10%
New Jersey,34,2002,2002,110,8552643,1.3,1,1.5,0.1,0.10%
New Jersey,34,2003,2003,116,8601402,1.3,1.1,1.6,0.1,0.10%
New Jersey,34,2004,2004,150,8634561,1.7,1.5,2,0.1,0.20%
New Jersey,34,2005,2005,146,8651974,1.7,1.4,2,0.1,0.20%
New Jersey,34,2006,2006,146,8661679,1.7,1.4,2,0.1,0.20%
New Jersey,34,2007,2007,132,8677885,1.5,1.3,1.8,0.1,0.10%
New Jersey,34,2008,2008,141,8711090,1.6,1.4,1.9,0.1,0.20%
New Jersey,34,2009,2009,144,8755602,1.6,1.4,1.9,0.1,0.20%
New Jersey,34,2010,2010,139,8791894,1.6,1.3,1.8,0.1,0.20%
New Jersey,34,2011,2011,164,8841243,1.9,1.6,2.1,0.1,0.20%
New Jersey,34,2012,2012,166,8873211,1.9,1.6,2.2,0.1,0.20%
New Jersey,34,2013,2013,175,8899162,2,1.7,2.3,0.1,0.20%
New Jersey,34,2014,2014,161,8925001,1.8,1.5,2.1,0.1,0.20%
New Jersey,34,2015,2015,182,8935421,2,1.7,2.3,0.2,0.20%
New Jersey,34,2016,2016,178,8944469,2,1.7,2.3,0.1,0.20%
New Mexico,35,1999,1999,21,1808082,1.2,0.7,1.8,0.3,0.00%
New Mexico,35,2000,2000,25,1819046,1.4,0.9,2,0.3,0.00%
New Mexico,35,2001,2001,27,1831690,1.5,1,2.1,0.3,0.00%
New Mexico,35,2002,2002,29,1855309,1.6,1,2.2,0.3,0.00%
New Mexico,35,2003,2003,27,1877574,1.4,0.9,2.1,0.3,0.00%
New Mexico,35,2004,2004,40,1903808,2.1,1.5,2.9,0.3,0.00%
New Mexico,35,2005,2005,39,1932274,2,1.4,2.8,0.3,0.00%
New Mexico,35,2006,2006,52,1962137,2.7,2,3.5,0.4,0.10%
New Mexico,35,2007,2007,37,1990070,1.9,1.3,2.6,0.3,0.00%
New Mexico,35,2008,2008,73,2010662,3.6,2.8,4.6,0.4,0.10%
New Mexico,35,2009,2009,55,2036802,2.7,2,3.5,0.4,0.10%
New Mexico,35,2010,2010,47,2059179,2.3,1.7,3,0.3,0.10%
New Mexico,35,2011,2011,61,2077756,2.9,2.2,3.8,0.4,0.10%
New Mexico,35,2012,2012,78,2083784,3.7,3,4.7,0.4,0.10%
New Mexico,35,2013,2013,81,2085193,3.9,3.1,4.8,0.4,0.10%
New Mexico,35,2014,2014,91,2083024,4.4,3.5,5.4,0.5,0.10%
New Mexico,35,2015,2015,77,2080328,3.7,2.9,4.6,0.4,0.10%
New Mexico,35,2016,2016,90,2081015,4.3,3.5,5.3,0.5,0.10%
New York,36,1999,1999,146,18882725,0.8,0.6,0.9,0.1,0.20%
New York,36,2000,2000,167,18976457,0.9,0.7,1,0.1,0.20%
New York,36,2001,2001,192,19082838,1,0.9,1.1,0.1,0.20%
New York,36,2002,2002,199,19137800,1,0.9,1.2,0.1,0.20%
New York,36,2003,2003,227,19175939,1.2,1,1.3,0.1,0.20%
New York,36,2004,2004,240,19171567,1.3,1.1,1.4,0.1,0.30%
New York,36,2005,2005,261,19132610,1.4,1.2,1.5,0.1,0.30%
New York,36,2006,2006,284,19104631,1.5,1.3,1.7,0.1,0.30%
New York,36,2007,2007,258,19132335,1.3,1.2,1.5,0.1,0.30%
New York,36,2008,2008,268,19212436,1.4,1.2,1.6,0.1,0.30%
New York,36,2009,2009,302,19307066,1.6,1.4,1.7,0.1,0.30%
New York,36,2010,2010,301,19378102,1.6,1.4,1.7,0.1,0.30%
New York,36,2011,2011,360,19519529,1.8,1.7,2,0.1,0.40%
New York,36,2012,2012,334,19602769,1.7,1.5,1.9,0.1,0.40%
New York,36,2013,2013,375,19673546,1.9,1.7,2.1,0.1,0.40%
New York,36,2014,2014,390,19718515,2,1.8,2.2,0.1,0.40%
New York,36,2015,2015,463,19747183,2.3,2.1,2.6,0.1,0.50%
New York,36,2016,2016,446,19745289,2.3,2,2.5,0.1,0.50%
North Carolina,37,1999,1999,83,7949361,1,0.8,1.3,0.1,0.10%
North Carolina,37,2000,2000,124,8049313,1.5,1.3,1.8,0.1,0.10%
North Carolina,37,2001,2001,120,8210122,1.5,1.2,1.7,0.1,0.10%
North Carolina,37,2002,2002,143,8326201,1.7,1.4,2,0.1,0.20%
North Carolina,37,2003,2003,156,8422501,1.9,1.6,2.1,0.1,0.20%
North Carolina,37,2004,2004,166,8553152,1.9,1.6,2.2,0.2,0.20%
North Carolina,37,2005,2005,170,8705407,2,1.7,2.2,0.1,0.20%
North Carolina,37,2006,2006,185,8917270,2.1,1.8,2.4,0.2,0.20%
North Carolina,37,2007,2007,174,9118037,1.9,1.6,2.2,0.1,0.20%
North Carolina,37,2008,2008,188,9309449,2,1.7,2.3,0.1,0.20%
North Carolina,37,2009,2009,216,9449566,2.3,2,2.6,0.2,0.20%
North Carolina,37,2010,2010,209,9535483,2.2,1.9,2.5,0.2,0.20%
North Carolina,37,2011,2011,201,9650963,2.1,1.8,2.4,0.1,0.20%
North Carolina,37,2012,2012,243,9746175,2.5,2.2,2.8,0.2,0.30%
North Carolina,37,2013,2013,253,9841590,2.6,2.3,2.9,0.2,0.30%
North Carolina,37,2014,2014,266,9934399,2.7,2.4,3,0.2,0.30%
North Carolina,37,2015,2015,277,10035186,2.8,2.4,3.1,0.2,0.30%
North Carolina,37,2016,2016,312,10146788,3.1,2.7,3.4,0.2,0.30%
North Dakota,38,1999,1999,Suppressed,644259,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
North Dakota,38,2000,2000,Suppressed,642200,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
North Dakota,38,2001,2001,Suppressed,639062,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
North Dakota,38,2002,2002,Suppressed,638168,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
North Dakota,38,2003,2003,Suppressed,638817,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
North Dakota,38,2004,2004,11,644705,1.7 (Unreliable),0.9,3.1,0.5,0.00%
North Dakota,38,2005,2005,Suppressed,646089,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
North Dakota,38,2006,2006,11,649422,1.7 (Unreliable),0.8,3,0.5,0.00%
North Dakota,38,2007,2007,10,652822,1.5 (Unreliable),0.7,2.8,0.5,0.00%
North Dakota,38,2008,2008,12,657569,1.8 (Unreliable),0.9,3.2,0.5,0.00%
North Dakota,38,2009,2009,13,664968,2.0 (Unreliable),1,3.3,0.5,0.00%
North Dakota,38,2010,2010,15,672591,2.2 (Unreliable),1.2,3.7,0.6,0.00%
North Dakota,38,2011,2011,11,685476,1.6 (Unreliable),0.8,2.9,0.5,0.00%
North Dakota,38,2012,2012,24,702087,3.4,2.2,5.1,0.7,0.00%
North Dakota,38,2013,2013,22,724019,3,1.9,4.6,0.6,0.00%
North Dakota,38,2014,2014,12,739904,1.6 (Unreliable),0.8,2.8,0.5,0.00%
North Dakota,38,2015,2015,15,756835,2.0 (Unreliable),1.1,3.3,0.5,0.00%
North Dakota,38,2016,2016,18,757952,2.4 (Unreliable),1.4,3.8,0.6,0.00%
Ohio,39,1999,1999,119,11335454,1,0.9,1.2,0.1,0.10%
Ohio,39,2000,2000,133,11353140,1.2,1,1.4,0.1,0.10%
Ohio,39,2001,2001,155,11387404,1.4,1.1,1.6,0.1,0.20%
Ohio,39,2002,2002,154,11407889,1.3,1.1,1.6,0.1,0.20%
Ohio,39,2003,2003,177,11434788,1.5,1.3,1.8,0.1,0.20%
Ohio,39,2004,2004,191,11452251,1.7,1.4,1.9,0.1,0.20%
Ohio,39,2005,2005,220,11463320,1.9,1.7,2.2,0.1,0.20%
Ohio,39,2006,2006,180,11481213,1.6,1.3,1.8,0.1,0.20%
Ohio,39,2007,2007,212,11500468,1.8,1.6,2.1,0.1,0.20%
Ohio,39,2008,2008,226,11515391,2,1.7,2.2,0.1,0.20%
Ohio,39,2009,2009,236,11528896,2,1.8,2.3,0.1,0.30%
Ohio,39,2010,2010,223,11536504,1.9,1.7,2.2,0.1,0.20%
Ohio,39,2011,2011,242,11544824,2.1,1.8,2.4,0.1,0.30%
Ohio,39,2012,2012,254,11550839,2.2,1.9,2.5,0.1,0.30%
Ohio,39,2013,2013,283,11570022,2.4,2.2,2.7,0.1,0.30%
Ohio,39,2014,2014,267,11594408,2.3,2,2.6,0.1,0.30%
Ohio,39,2015,2015,279,11605090,2.4,2.1,2.7,0.1,0.30%
Ohio,39,2016,2016,288,11614373,2.5,2.2,2.8,0.1,0.30%
Oklahoma,40,1999,1999,36,3437147,1,0.7,1.5,0.2,0.00%
Oklahoma,40,2000,2000,39,3450654,1.1,0.8,1.5,0.2,0.00%
Oklahoma,40,2001,2001,33,3467100,1,0.7,1.3,0.2,0.00%
Oklahoma,40,2002,2002,53,3489080,1.5,1.1,2,0.2,0.10%
Oklahoma,40,2003,2003,62,3504892,1.8,1.4,2.3,0.2,0.10%
Oklahoma,40,2004,2004,63,3525233,1.8,1.4,2.3,0.2,0.10%
Oklahoma,40,2005,2005,67,3548597,1.9,1.5,2.4,0.2,0.10%
Oklahoma,40,2006,2006,53,3594090,1.5,1.1,1.9,0.2,0.10%
Oklahoma,40,2007,2007,51,3634349,1.4,1,1.8,0.2,0.10%
Oklahoma,40,2008,2008,55,3668976,1.5,1.1,2,0.2,0.10%
Oklahoma,40,2009,2009,64,3717572,1.7,1.3,2.2,0.2,0.10%
Oklahoma,40,2010,2010,44,3751351,1.2,0.9,1.6,0.2,0.00%
Oklahoma,40,2011,2011,67,3786274,1.8,1.4,2.2,0.2,0.10%
Oklahoma,40,2012,2012,62,3817054,1.6,1.2,2.1,0.2,0.10%
Oklahoma,40,2013,2013,76,3852415,2,1.6,2.5,0.2,0.10%
Oklahoma,40,2014,2014,74,3877499,1.9,1.5,2.4,0.2,0.10%
Oklahoma,40,2015,2015,59,3907414,1.5,1.1,1.9,0.2,0.10%
Oklahoma,40,2016,2016,71,3923561,1.8,1.4,2.3,0.2,0.10%
Oregon,41,1999,1999,38,3393941,1.1,0.8,1.5,0.2,0.00%
Oregon,41,2000,2000,49,3421399,1.4,1.1,1.9,0.2,0.10%
Oregon,41,2001,2001,49,3467937,1.4,1,1.9,0.2,0.10%
Oregon,41,2002,2002,61,3513424,1.7,1.3,2.2,0.2,0.10%
Oregon,41,2003,2003,69,3547376,1.9,1.5,2.5,0.2,0.10%
Oregon,41,2004,2004,56,3569463,1.6,1.2,2,0.2,0.10%
Oregon,41,2005,2005,85,3613202,2.4,1.9,2.9,0.3,0.10%
Oregon,41,2006,2006,103,3670883,2.8,2.3,3.3,0.3,0.10%
Oregon,41,2007,2007,105,3722417,2.8,2.3,3.4,0.3,0.10%
Oregon,41,2008,2008,95,3768748,2.5,2,3.1,0.3,0.10%
Oregon,41,2009,2009,93,3808600,2.4,2,3,0.3,0.10%
Oregon,41,2010,2010,109,3831074,2.8,2.3,3.4,0.3,0.10%
Oregon,41,2011,2011,113,3868031,2.9,2.4,3.5,0.3,0.10%
Oregon,41,2012,2012,117,3899116,3,2.5,3.5,0.3,0.10%
